# base_kpoint_direct 0.0 0.0 0.0
# effective_genFröhlich_mass 0.39992957651412864
# n_degenerate 4
# lebedev_order 21
# sphere_radius 0.0014469931558637238
# 
# weight kx ky kz mass1 mass2 mass3 mass4
7.500092515800829696e-02 1.446630744325115014e-01 -4.990453161796036263e-01 -8.544158046846588306e-01 5.328095156470117333e-01 5.328100478636509374e-01 2.837005157138350331e-01 2.836997696862086360e-01
7.500092515800829696e-02 -1.446630744325115014e-01 4.990453161796036263e-01 -8.544158046846588306e-01 5.328112599253569392e-01 5.328073925586116477e-01 2.836998629767133462e-01 2.837004444971003014e-01
7.500092515800829696e-02 -1.446630744325115014e-01 -4.990453161796036263e-01 -8.544158046846588306e-01 5.328075705553112495e-01 5.328120124176621841e-01 2.837009522552224050e-01 2.836992804812163427e-01
7.500092515800829696e-02 8.544158046846587196e-01 4.990453161796035708e-01 1.446630744325114737e-01 5.328022142641478665e-01 5.328062928118582064e-01 2.837026480532114925e-01 2.837009934730785332e-01
7.500092515800829696e-02 -8.544158046846587196e-01 4.990453161796035708e-01 1.446630744325114737e-01 5.328061793546283731e-01 5.328019403153863021e-01 2.837011465784022302e-01 2.837022147679976181e-01
7.500092515800829696e-02 8.544158046846587196e-01 -4.990453161796035708e-01 1.446630744325114737e-01 5.328056526136774051e-01 5.328022022513611011e-01 2.837013467361812480e-01 2.837020355523443560e-01
7.500092515800829696e-02 8.544158046846587196e-01 4.990453161796035708e-01 -1.446630744325114737e-01 5.328034252833016016e-01 5.328042125302764331e-01 2.837021412972496326e-01 2.837013634206766444e-01
7.500092515800829696e-02 -8.544158046846587196e-01 -4.990453161796035708e-01 1.446630744325114737e-01 5.328034252833016016e-01 5.328042125302764331e-01 2.837021412972496326e-01 2.837013634206766444e-01
7.500092515800829696e-02 8.544158046846587196e-01 -4.990453161796035708e-01 -1.446630744325114737e-01 5.328061793546283731e-01 5.328019403153863021e-01 2.837011465784022302e-01 2.837022147679976181e-01
7.500092515800829696e-02 -8.544158046846587196e-01 4.990453161796035708e-01 -1.446630744325114737e-01 5.328056526136774051e-01 5.328022022513611011e-01 2.837013467361812480e-01 2.837020355523443560e-01
7.500092515800829696e-02 -8.544158046846587196e-01 -4.990453161796035708e-01 -1.446630744325114737e-01 5.328022142641478665e-01 5.328062928118582064e-01 2.837026480532114925e-01 2.837009934730785332e-01
7.500092515800829696e-02 8.544158046846588306e-01 1.446630744325115014e-01 4.990453161796036263e-01 5.328035706482857625e-01 5.328079417231048609e-01 2.837019995054266830e-01 2.837003921564818509e-01
7.500092515800829696e-02 -8.544158046846588306e-01 1.446630744325115014e-01 4.990453161796036263e-01 5.328082395448301423e-01 5.328032897517149813e-01 2.837007514493419258e-01 2.837017358356027086e-01
7.500092515800829696e-02 8.544158046846588306e-01 -1.446630744325115014e-01 4.990453161796036263e-01 5.328057745912720966e-01 5.328059592274743128e-01 2.837016538782885511e-01 2.837008352635743691e-01
7.500092515800829696e-02 8.544158046846588306e-01 1.446630744325115014e-01 -4.990453161796036263e-01 5.328079223747734794e-01 5.328040384678842667e-01 2.837008859474760558e-01 2.837015795441532595e-01
7.500092515800829696e-02 -8.544158046846588306e-01 -1.446630744325115014e-01 4.990453161796036263e-01 5.328079223747734794e-01 5.328040384678842667e-01 2.837008859474760558e-01 2.837015795441532595e-01
7.500092515800829696e-02 8.544158046846588306e-01 -1.446630744325115014e-01 -4.990453161796036263e-01 5.328082395448301423e-01 5.328032897517149813e-01 2.837007514493419258e-01 2.837017358356027086e-01
7.500092515800829696e-02 -8.544158046846588306e-01 1.446630744325115014e-01 -4.990453161796036263e-01 5.328057745912720966e-01 5.328059592274743128e-01 2.837016538782885511e-01 2.837008352635743691e-01
7.500092515800829696e-02 -8.544158046846588306e-01 -1.446630744325115014e-01 -4.990453161796036263e-01 5.328035706482857625e-01 5.328079417231048609e-01 2.837019995054266830e-01 2.837003921564818509e-01
7.500092515800829696e-02 4.990453161796035708e-01 8.544158046846587196e-01 1.446630744325114737e-01 5.328021038612399396e-01 5.328057775355595771e-01 2.837026004313255578e-01 2.837008818621914452e-01
7.500092515800829696e-02 -4.990453161796035708e-01 8.544158046846587196e-01 1.446630744325114737e-01 5.328054677673816908e-01 5.328022185211993555e-01 2.837014679020885000e-01 2.837021385128712936e-01
7.500092515800829696e-02 4.990453161796035708e-01 -8.544158046846587196e-01 1.446630744325114737e-01 5.328062981906103168e-01 5.328017933580863064e-01 2.837013074280672065e-01 2.837022651488387281e-01
7.500092515800829696e-02 4.990453161796035708e-01 8.544158046846587196e-01 -1.446630744325114737e-01 5.328032437588093861e-01 5.328047446662196318e-01 2.837020369255603969e-01 2.837014351817363500e-01
7.500092515800829696e-02 -4.990453161796035708e-01 -8.544158046846587196e-01 1.446630744325114737e-01 5.328032437588093861e-01 5.328047446662196318e-01 2.837020369255603969e-01 2.837014351817363500e-01
7.500092515800829696e-02 4.990453161796035708e-01 -8.544158046846587196e-01 -1.446630744325114737e-01 5.328054677673816908e-01 5.328022185211993555e-01 2.837014679020885000e-01 2.837021385128712936e-01
7.500092515800829696e-02 -4.990453161796035708e-01 8.544158046846587196e-01 -1.446630744325114737e-01 5.328062981906103168e-01 5.328017933580863064e-01 2.837013074280672065e-01 2.837022651488387281e-01
7.500092515800829696e-02 -4.990453161796035708e-01 -8.544158046846587196e-01 -1.446630744325114737e-01 5.328021038612399396e-01 5.328057775355595771e-01 2.837026004313255578e-01 2.837008818621914452e-01
7.500092515800829696e-02 1.446630744325115014e-01 8.544158046846588306e-01 4.990453161796036263e-01 5.328037365467286346e-01 5.328081056104102542e-01 2.837021186680789842e-01 2.837004452017690692e-01
7.500092515800829696e-02 -1.446630744325115014e-01 8.544158046846588306e-01 4.990453161796036263e-01 5.328058970022812035e-01 5.328062617247125710e-01 2.837015996147272956e-01 2.837007685439216220e-01
7.500092515800829696e-02 1.446630744325115014e-01 -8.544158046846588306e-01 4.990453161796036263e-01 5.328076789466287266e-01 5.328035651803686434e-01 2.837007236383570219e-01 2.837017051677805379e-01
7.500092515800829696e-02 1.446630744325115014e-01 8.544158046846588306e-01 -4.990453161796036263e-01 5.328078555733319899e-01 5.328040796430328907e-01 2.837009371680301317e-01 2.837015744325535604e-01
7.500092515800829696e-02 -1.446630744325115014e-01 -8.544158046846588306e-01 4.990453161796036263e-01 5.328078555733319899e-01 5.328040796430328907e-01 2.837009371680301317e-01 2.837015744325535604e-01
7.500092515800829696e-02 1.446630744325115014e-01 -8.544158046846588306e-01 -4.990453161796036263e-01 5.328058970022812035e-01 5.328062617247125710e-01 2.837015996147272956e-01 2.837007685439216220e-01
7.500092515800829696e-02 -1.446630744325115014e-01 8.544158046846588306e-01 -4.990453161796036263e-01 5.328076789466287266e-01 5.328035651803686434e-01 2.837007236383570219e-01 2.837017051677805379e-01
7.500092515800829696e-02 -1.446630744325115014e-01 -8.544158046846588306e-01 -4.990453161796036263e-01 5.328037365467286346e-01 5.328081056104102542e-01 2.837021186680789842e-01 2.837004452017690692e-01
