# base_kpoint_direct 0.0 0.0 0.0
# effective_genFröhlich_mass 0.5109478137187771
# n_degenerate 3
# lebedev_order 21
# sphere_radius 0.0014469931558637238
# 
# weight kx ky kz mass1 mass2 mass3
7.500092515800829696e-02 8.544158046846588306e-01 1.446630744325115014e-01 4.990453161796037929e-01 8.881164747977210450e-01 3.392144465986076662e-01 2.658444118539528001e-01
7.500092515800829696e-02 -8.544158046846588306e-01 1.446630744325115014e-01 4.990453161796037929e-01 8.881164877663182411e-01 3.392144479661631795e-01 2.658444126589190049e-01
7.500092515800829696e-02 8.544158046846588306e-01 -1.446630744325115014e-01 4.990453161796037929e-01 8.881164707566201466e-01 3.392144468940234137e-01 2.658444106372684912e-01
7.500092515800829696e-02 8.544158046846588306e-01 1.446630744325115014e-01 -4.990453161796037929e-01 8.881165018004318901e-01 3.392144506007291338e-01 2.658444118419938662e-01
7.500092515800829696e-02 -8.544158046846588306e-01 -1.446630744325115014e-01 4.990453161796037929e-01 8.881165018004318901e-01 3.392144506007291338e-01 2.658444118419938662e-01
7.500092515800829696e-02 8.544158046846588306e-01 -1.446630744325115014e-01 -4.990453161796037929e-01 8.881164877663182411e-01 3.392144479661631795e-01 2.658444126589190049e-01
7.500092515800829696e-02 -8.544158046846588306e-01 1.446630744325115014e-01 -4.990453161796037929e-01 8.881164707566201466e-01 3.392144468940234137e-01 2.658444106372684912e-01
7.500092515800829696e-02 -8.544158046846588306e-01 -1.446630744325115014e-01 -4.990453161796037929e-01 8.881164747977210450e-01 3.392144465986076662e-01 2.658444118539528001e-01
7.500092515800829696e-02 4.990453161796037929e-01 8.544158046846588306e-01 1.446630744325115014e-01 8.881164789582011165e-01 3.392144504656231518e-01 2.658444108075498358e-01
7.500092515800829696e-02 -4.990453161796037929e-01 8.544158046846588306e-01 1.446630744325115014e-01 8.881164703146942063e-01 3.392144493642771375e-01 2.658444117943908891e-01
7.500092515800829696e-02 4.990453161796037929e-01 -8.544158046846588306e-01 1.446630744325115014e-01 8.881164794846564403e-01 3.392144483323771276e-01 2.658444123841967599e-01
7.500092515800829696e-02 4.990453161796037929e-01 8.544158046846588306e-01 -1.446630744325115014e-01 8.881164796025527997e-01 3.392144495788349534e-01 2.658444109252452447e-01
7.500092515800829696e-02 -4.990453161796037929e-01 -8.544158046846588306e-01 1.446630744325115014e-01 8.881164796025527997e-01 3.392144495788349534e-01 2.658444109252452447e-01
7.500092515800829696e-02 4.990453161796037929e-01 -8.544158046846588306e-01 -1.446630744325115014e-01 8.881164703146942063e-01 3.392144493642771375e-01 2.658444117943908891e-01
7.500092515800829696e-02 -4.990453161796037929e-01 8.544158046846588306e-01 -1.446630744325115014e-01 8.881164794846564403e-01 3.392144483323771276e-01 2.658444123841967599e-01
7.500092515800829696e-02 -4.990453161796037929e-01 -8.544158046846588306e-01 -1.446630744325115014e-01 8.881164789582011165e-01 3.392144504656231518e-01 2.658444108075498358e-01
7.500092515800829696e-02 1.446630744325115014e-01 8.544158046846588306e-01 4.990453161796037929e-01 8.881164720979690674e-01 3.392144501729116857e-01 2.658444115873359603e-01
7.500092515800829696e-02 -1.446630744325115014e-01 8.544158046846588306e-01 4.990453161796037929e-01 8.881164675663750785e-01 3.392144498691125887e-01 2.658444111494080442e-01
7.500092515800829696e-02 1.446630744325115014e-01 -8.544158046846588306e-01 4.990453161796037929e-01 8.881164886627752608e-01 3.392144464501424816e-01 2.658444133224381889e-01
7.500092515800829696e-02 1.446630744325115014e-01 8.544158046846588306e-01 -4.990453161796037929e-01 8.881164653534088238e-01 3.392144506587630448e-01 2.658444117322378841e-01
7.500092515800829696e-02 -1.446630744325115014e-01 -8.544158046846588306e-01 4.990453161796037929e-01 8.881164653534088238e-01 3.392144506587630448e-01 2.658444117322378841e-01
7.500092515800829696e-02 1.446630744325115014e-01 -8.544158046846588306e-01 -4.990453161796037929e-01 8.881164675663750785e-01 3.392144498691125887e-01 2.658444111494080442e-01
7.500092515800829696e-02 -1.446630744325115014e-01 8.544158046846588306e-01 -4.990453161796037929e-01 8.881164886627752608e-01 3.392144464501424816e-01 2.658444133224381889e-01
7.500092515800829696e-02 -1.446630744325115014e-01 -8.544158046846588306e-01 -4.990453161796037929e-01 8.881164720979690674e-01 3.392144501729116857e-01 2.658444115873359603e-01
